,100_MIDDLE_avr_goldEarned,100_MIDDLE_avr_kill,100_MIDDLE_avr_death,100_MIDDLE_avr_assists,100_MIDDLE_avr_trueDamageDealtToChampions,100_MIDDLE_avr_damageDealtToTurrets,100_MIDDLE_avr_goldSpent,100_MIDDLE_avr_visionScore,100_MIDDLE_avr_physicalDamageDealt,100_MIDDLE_avr_totalHeal,100_MIDDLE_avr_champLevel,100_MIDDLE_avr_magicDamageDealtToChampions,100_MIDDLE_avr_wardsPlaced,100_MIDDLE_avr_goldSpent,100_TOP_avr_goldEarned,100_TOP_avr_kill,100_TOP_avr_death,100_TOP_avr_assists,100_TOP_avr_trueDamageDealtToChampions,100_TOP_avr_damageDealtToTurrets,100_TOP_avr_goldSpent,100_TOP_avr_visionScore,100_TOP_avr_physicalDamageDealt,100_TOP_avr_totalHeal,100_TOP_avr_champLevel,100_TOP_avr_magicDamageDealtToChampions,100_TOP_avr_wardsPlaced,100_TOP_avr_goldSpent,100_JUNGLE_avr_goldEarned,100_JUNGLE_avr_kill,100_JUNGLE_avr_death,100_JUNGLE_avr_assists,100_JUNGLE_avr_trueDamageDealtToChampions,100_JUNGLE_avr_damageDealtToTurrets,100_JUNGLE_avr_goldSpent,100_JUNGLE_avr_visionScore,100_JUNGLE_avr_physicalDamageDealt,100_JUNGLE_avr_totalHeal,100_JUNGLE_avr_champLevel,100_JUNGLE_avr_magicDamageDealtToChampions,100_JUNGLE_avr_wardsPlaced,100_JUNGLE_avr_goldSpent,100_ADC_avr_goldEarned,100_ADC_avr_kill,100_ADC_avr_death,100_ADC_avr_assists,100_ADC_avr_trueDamageDealtToChampions,100_ADC_avr_damageDealtToTurrets,100_ADC_avr_goldSpent,100_ADC_avr_visionScore,100_ADC_avr_physicalDamageDealt,100_ADC_avr_totalHeal,100_ADC_avr_champLevel,100_ADC_avr_magicDamageDealtToChampions,100_ADC_avr_wardsPlaced,100_ADC_avr_goldSpent,100_SUPPORT_avr_goldEarned,100_SUPPORT_avr_kill,100_SUPPORT_avr_death,100_SUPPORT_avr_assists,100_SUPPORT_avr_trueDamageDealtToChampions,100_SUPPORT_avr_damageDealtToTurrets,100_SUPPORT_avr_goldSpent,100_SUPPORT_avr_visionScore,100_SUPPORT_avr_physicalDamageDealt,100_SUPPORT_avr_totalHeal,100_SUPPORT_avr_champLevel,100_SUPPORT_avr_magicDamageDealtToChampions,100_SUPPORT_avr_wardsPlaced,100_SUPPORT_avr_goldSpent,200_MIDDLE_avr_goldEarned,200_MIDDLE_avr_kill,200_MIDDLE_avr_death,200_MIDDLE_avr_assists,200_MIDDLE_avr_trueDamageDealtToChampions,200_MIDDLE_avr_damageDealtToTurrets,200_MIDDLE_avr_goldSpent,200_MIDDLE_avr_visionScore,200_MIDDLE_avr_physicalDamageDealt,200_MIDDLE_avr_totalHeal,200_MIDDLE_avr_champLevel,200_MIDDLE_avr_magicDamageDealtToChampions,200_MIDDLE_avr_wardsPlaced,200_MIDDLE_avr_goldSpent,200_TOP_avr_goldEarned,200_TOP_avr_kill,200_TOP_avr_death,200_TOP_avr_assists,200_TOP_avr_trueDamageDealtToChampions,200_TOP_avr_damageDealtToTurrets,200_TOP_avr_goldSpent,200_TOP_avr_visionScore,200_TOP_avr_physicalDamageDealt,200_TOP_avr_totalHeal,200_TOP_avr_champLevel,200_TOP_avr_magicDamageDealtToChampions,200_TOP_avr_wardsPlaced,200_TOP_avr_goldSpent,200_JUNGLE_avr_goldEarned,200_JUNGLE_avr_kill,200_JUNGLE_avr_death,200_JUNGLE_avr_assists,200_JUNGLE_avr_trueDamageDealtToChampions,200_JUNGLE_avr_damageDealtToTurrets,200_JUNGLE_avr_goldSpent,200_JUNGLE_avr_visionScore,200_JUNGLE_avr_physicalDamageDealt,200_JUNGLE_avr_totalHeal,200_JUNGLE_avr_champLevel,200_JUNGLE_avr_magicDamageDealtToChampions,200_JUNGLE_avr_wardsPlaced,200_JUNGLE_avr_goldSpent,200_ADC_avr_goldEarned,200_ADC_avr_kill,200_ADC_avr_death,200_ADC_avr_assists,200_ADC_avr_trueDamageDealtToChampions,200_ADC_avr_damageDealtToTurrets,200_ADC_avr_goldSpent,200_ADC_avr_visionScore,200_ADC_avr_physicalDamageDealt,200_ADC_avr_totalHeal,200_ADC_avr_champLevel,200_ADC_avr_magicDamageDealtToChampions,200_ADC_avr_wardsPlaced,200_ADC_avr_goldSpent,200_SUPPORT_avr_goldEarned,200_SUPPORT_avr_kill,200_SUPPORT_avr_death,200_SUPPORT_avr_assists,200_SUPPORT_avr_trueDamageDealtToChampions,200_SUPPORT_avr_damageDealtToTurrets,200_SUPPORT_avr_goldSpent,200_SUPPORT_avr_visionScore,200_SUPPORT_avr_physicalDamageDealt,200_SUPPORT_avr_totalHeal,200_SUPPORT_avr_champLevel,200_SUPPORT_avr_magicDamageDealtToChampions,200_SUPPORT_avr_wardsPlaced,200_SUPPORT_avr_goldSpent,win
421,11225,9,11,2,745,1624,11250,30,30,6678,14,14812,12,11250,10667,7,11,1,3989,6623,10608,21,21,1770,14,1199,12,10608,11590,3,5,3,738,2387,11375,23,23,12466,15,1357,18,11375,10656,3,8,13,79,4137,8750,31,31,4407,14,1578,10,8750,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11787,9,3,3,796,5146,10550,11,11,4134,16,18865,5,10550,8139,1,8,7,0,153,8000,41,41,2378,13,15855,17,8000,13004,10,3,17,429,700,10725,35,35,11149,16,20643,5,10725,16855,9,4,8,50,7410,15250,22,22,7120,17,20903,11,15250,8583,3,0,16,1069,1102,7700,87,87,6984,14,5349,49,7700,0
422,11686,9,7,4,1276,2429,11425,25,25,5489,15,1154,11,11425,16294,10,3,4,246,8404,14425,24,24,9282,18,0,10,14425,13427,4,4,6,284,3307,12075,19,19,19274,16,9460,3,12075,14429,12,10,11,1062,3412,13700,16,16,5321,15,0,8,13700,10321,5,11,15,1083,2154,9950,51,51,1618,13,20517,27,9950,10040,3,7,10,1165,0,9950,14,14,3791,16,14895,8,9950,10087,4,6,9,415,1538,9375,26,26,7103,16,1291,10,9375,9973,5,9,16,7891,0,9350,30,30,12881,15,16,7,9350,19718,20,9,11,1938,7207,18450,23,23,5391,16,5751,8,18450,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
423,17381,11,9,13,375,2130,17505,26,26,1579,18,41086,19,17505,11056,4,12,9,61,124,10900,21,21,10995,17,23163,17,10900,11922,6,8,13,1042,0,11233,47,47,19225,15,1836,9,11233,16440,9,7,9,2258,4315,16000,51,51,6320,17,3279,15,16000,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,14242,11,9,10,1485,3174,13150,41,41,1200,16,1896,8,13150,16887,10,3,18,164,6610,15600,36,36,17347,18,7030,16,15600,8289,3,1,6,2839,303,7275,32,32,14011,12,0,6,7275,16954,13,4,15,916,4507,15175,28,28,5939,17,2673,15,15175,8794,1,12,19,0,413,8775,54,54,4171,14,7166,29,8775,0
424,4880,1,3,0,0,0,4375,5,5,1075,10,5568,4,4375,5354,1,8,0,931,1726,4650,6,6,1667,9,651,5,4650,4780,1,3,1,1308,0,4350,10,10,5885,9,2856,3,4350,6259,3,6,1,232,202,5500,11,11,2521,9,1135,6,5500,3960,1,5,3,394,89,3400,24,24,129,8,1556,11,3400,5851,2,2,1,1423,151,3150,2,2,2467,11,1219,2,3150,9012,6,1,5,0,5728,6575,15,15,2984,12,1513,8,6575,7857,7,1,5,366,154,5775,9,9,13145,11,8223,2,5775,8066,8,2,3,226,2234,7775,9,9,1660,10,1955,5,7775,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
425,8443,1,3,17,552,2302,7285,23,23,7565,13,6813,11,7285,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,8289,3,1,6,2839,303,7275,32,32,14011,12,0,6,7275,14920,17,3,8,212,5171,13330,14,14,5683,14,2352,9,13330,10137,2,4,12,1891,8028,9183,9,9,5575,14,785,6,9183,8769,5,4,3,797,0,8250,21,21,1495,13,7082,4,8250,8139,1,8,7,0,153,8000,41,41,2378,13,15855,17,8000,6982,3,0,3,697,0,6275,11,11,10401,11,5542,2,6275,6779,1,11,8,0,0,6300,11,11,3748,12,0,6,6300,5711,1,12,2,730,0,5550,30,30,1155,10,7063,18,5550,1
426,13317,5,5,30,0,4146,12175,29,29,34,17,25990,11,12175,9839,1,2,9,0,7147,9175,27,27,5255,14,817,8,9175,8187,3,5,10,813,0,8225,20,20,14272,12,9811,5,8225,4353,0,3,3,0,0,3050,5,5,1098,7,1745,3,3050,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9477,3,6,4,0,0,9060,38,38,4256,15,19244,17,9060,8139,1,8,7,0,153,8000,41,41,2378,13,15855,17,8000,8026,3,11,2,625,408,7850,15,15,12574,12,1953,4,7850,12937,3,9,4,1558,2312,12810,26,26,2982,15,408,10,12810,7283,2,9,5,716,614,7000,81,81,5596,13,6715,46,7000,1
427,12636,0,4,9,0,4876,11875,40,40,2961,16,24743,10,11875,8139,1,8,7,0,153,8000,41,41,2378,13,15855,17,8000,9352,2,5,7,3081,914,9150,28,28,11895,13,6975,9,9150,14691,8,4,7,531,5831,14575,26,26,4263,15,596,13,14575,10041,4,4,11,1875,252,9350,97,97,6758,12,57,43,9350,20369,32,8,3,12364,5603,21385,17,17,15588,17,24097,9,21385,8901,2,5,1,0,3947,8425,28,28,3758,13,1915,12,8425,13276,2,4,12,1247,2627,12175,46,46,11423,16,4795,10,12175,15896,10,7,6,270,8481,14500,32,32,5809,16,4329,14,14500,9584,3,3,14,878,2550,8550,78,78,18272,14,7335,42,8550,0
428,14427,8,5,10,1342,956,13950,15,15,821,17,30410,7,13950,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,12868,8,7,14,1787,215,12675,24,24,10394,15,25863,7,12675,7694,2,5,6,0,1141,7135,18,18,4424,12,6967,7,7135,3946,0,7,1,1351,0,3050,5,5,1154,8,0,5,3050,10342,2,1,3,100,610,9900,14,14,2017,14,22117,10,9900,10257,6,3,8,4606,8365,9915,19,19,5987,14,888,10,9915,9352,2,5,7,3081,914,9150,28,28,11895,13,6975,9,9150,8884,3,4,12,0,2883,8225,23,23,7422,13,6449,9,8225,6801,1,3,14,260,453,5775,59,59,3258,12,3825,37,5775,0
429,10053,10,9,4,487,130,9400,21,21,7944,13,15657,12,9400,9271,4,8,5,209,1357,9000,20,20,4583,14,4714,14,9000,12603,10,4,9,1615,1337,12050,25,25,20972,14,61,5,12050,12207,4,8,11,992,3722,12275,30,30,675,14,637,9,12275,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,5455,1,6,1,0,0,5050,13,13,2786,11,1061,5,5050,16719,17,5,5,749,5874,14625,14,14,26369,16,0,5,14625,15832,14,5,11,2214,6141,13125,27,27,7952,17,2416,4,13125,10656,3,8,13,79,4137,8750,31,31,4407,14,1578,10,8750,9068,8,2,14,0,1083,7525,50,50,1633,12,9807,22,7525,0
430,6974,3,0,2,1436,3411,5625,10,10,0,11,5052,6,5625,8098,1,3,0,1423,5237,6750,11,11,6778,13,330,7,6750,9720,4,4,1,561,222,9525,15,15,6635,13,873,3,9525,7461,0,7,4,0,1515,6775,18,18,1034,10,963,7,6775,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12491,11,3,2,1087,4870,10800,12,12,0,16,505,2,10800,9195,6,2,10,0,1626,8675,26,26,1646,12,9032,9,8675,12603,10,4,9,1615,1337,12050,25,25,20972,14,61,5,12050,7119,1,9,3,0,0,6750,19,19,1183,11,599,10,6750,6460,0,2,12,494,331,5600,51,51,982,11,2946,31,5600,0
431,8424,4,3,8,1949,382,7950,16,16,815,13,9037,8,7950,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,7574,3,4,14,214,533,4950,17,17,12408,12,7356,3,4950,11732,11,3,9,143,5641,11700,20,20,4144,12,1689,8,11700,11666,6,2,6,26,8283,9325,16,16,4733,15,15148,8,9325,14427,8,5,10,1342,956,13950,15,15,821,17,30410,7,13950,6411,1,5,4,719,0,6250,7,7,239,12,2036,5,6250,18456,13,8,14,2563,5007,16475,39,39,11335,18,4143,7,16475,7119,1,9,3,0,0,6750,19,19,1183,11,599,10,6750,6533,2,5,5,0,514,6300,40,40,6779,10,0,21,6300,1
432,11857,5,7,5,72,3361,11225,12,12,5693,16,30009,5,11225,9839,1,2,9,0,7147,9175,27,27,5255,14,817,8,9175,7125,1,7,8,844,0,6650,25,25,5822,12,4450,1,6650,10599,9,2,3,0,10846,7750,12,12,2966,13,713,6,7750,8160,3,4,9,628,550,8010,27,27,12545,12,10137,10,8010,20369,32,8,3,12364,5603,21385,17,17,15588,17,24097,9,21385,8544,3,5,12,176,4906,7200,12,12,4882,13,2929,8,7200,8026,3,11,2,625,408,7850,15,15,12574,12,1953,4,7850,12838,9,3,6,1614,10365,9525,19,19,3335,14,2947,8,9525,8605,2,3,21,100,4246,8500,56,56,15164,13,11746,29,8500,0
433,11655.0,5.0,2.0,12.0,962.0,7519.0,10875.0,18.0,18.0,4078.0,15.0,10990.0,9.0,10875.0,9839.0,1.0,2.0,9.0,0.0,7147.0,9175.0,27.0,27.0,5255.0,14.0,817.0,8.0,9175.0,10024.0,2.0,1.0,9.0,3554.0,633.0,9125.0,31.0,31.0,13663.0,14.0,10.0,4.0,9125.0,12838.0,9.0,3.0,6.0,1614.0,10365.0,9525.0,19.0,19.0,3335.0,14.0,2947.0,8.0,9525.0,15515.0,17.0,7.0,14.0,5241.0,627.0,12525.0,57.0,57.0,5248.0,15.0,0.0,24.0,12525.0,,,,,,,,,,,,,,,7115.0,5.0,0.0,1.0,0.0,3868.0,5125.0,4.0,4.0,2626.0,12.0,8061.0,3.0,5125.0,8026.0,3.0,11.0,2.0,625.0,408.0,7850.0,15.0,15.0,12574.0,12.0,1953.0,4.0,7850.0,9145.0,3.0,2.0,2.0,0.0,673.0,9300.0,8.0,8.0,1353.0,12.0,3936.0,7.0,9300.0,9849.0,3.0,6.0,2.0,0.0,962.0,9810.0,23.0,23.0,0.0,13.0,14479.0,13.0,9810.0,1.0
434,9006,2,1,9,0,1198,8450,22,22,5407,14,10765,11,8450,12203,10,3,5,132,3854,12080,24,24,5593,14,1690,11,12080,11088,6,0,10,1127,659,10275,34,34,18321,14,15249,3,10275,8485,2,3,10,486,4321,7375,21,21,5563,12,0,13,7375,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,6470,4,1,2,0,4478,6135,6,6,193,10,5526,4,6135,9839,1,2,9,0,7147,9175,27,27,5255,14,817,8,9175,13004,10,3,17,429,700,10725,35,35,11149,16,20643,5,10725,10506,7,2,3,1146,2510,9675,16,16,2988,13,1709,6,9675,5526,0,7,8,653,225,5285,46,46,2062,10,3517,22,5285,1
435,10450,5,3,12,130,5052,10175,25,25,971,14,15435,10,10175,12010,6,6,17,5915,8248,11558,20,20,4830,15,1136,9,11558,14493,11,11,12,2873,331,13710,32,32,22955,16,3245,18,13710,15540,15,5,15,779,6326,13075,27,27,2905,16,1883,11,13075,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,7672,2,13,7,928,0,6925,11,11,23,13,13044,9,6925,13900,11,8,6,2257,5911,12955,19,19,3554,14,0,7,12955,8449,3,4,3,716,480,8075,19,19,12376,12,570,7,8075,11765,6,12,10,316,664,11800,14,14,2498,14,4613,6,11800,10769,6,8,14,696,1009,10500,65,65,14020,14,0,28,10500,1
436,12328,3,5,5,2480,6050,12175,29,29,2580,16,195,15,12175,12304,8,4,6,0,1346,12125,25,25,27180,15,0,12,12125,13005,15,7,5,9280,0,12000,29,29,17016,15,0,10,12000,13197,8,4,3,1708,2798,13075,22,22,4397,14,4135,10,13075,6809,0,6,5,846,951,6475,83,83,1224,12,2864,44,6475,11923,6,4,7,1108,4612,10500,25,25,4701,15,21429,10,10500,13436,4,7,8,0,4239,12525,17,17,3659,17,12914,4,12525,11907,4,3,13,6859,3040,11000,38,38,17553,16,81,9,11000,12640,8,6,7,640,3884,11050,27,27,1637,15,2733,9,11050,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
437,11189,11,10,1,3263,101,10775,22,22,2243,14,5902,9,10775,9565,3,5,13,524,2643,9275,12,12,5799,14,8488,7,9275,10214,6,7,5,6048,388,10200,13,13,12393,14,11920,2,10200,7887,1,9,5,1875,877,7650,10,10,3613,11,601,7,7650,8282,5,5,7,1152,0,8200,51,51,5911,13,6984,30,8200,8218,7,1,2,0,453,7325,13,13,1857,12,11835,7,7325,9140,3,9,9,154,3903,8000,12,12,8112,13,0,8,8000,12365,8,5,17,1316,1735,11500,24,24,17076,15,10790,5,11500,12937,12,3,11,1482,2697,10800,12,12,7517,14,0,6,10800,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
438,9609,6,0,2,0,7372,8200,12,12,4234,13,7735,4,8200,7974,3,0,4,0,9248,6978,6,6,3786,13,4406,5,6978,7420,3,1,2,353,734,7000,20,20,11310,11,582,4,7000,9003,5,2,5,0,5502,7950,13,13,2330,11,660,6,7950,5481,2,2,10,401,163,4800,27,27,1366,10,1922,16,4800,6072,0,5,1,0,1189,6050,7,7,700,11,8180,7,6050,5211,0,4,1,0,0,4425,8,8,1101,10,2548,5,4425,12603,10,4,9,1615,1337,12050,25,25,20972,14,61,5,12050,12735,8,2,3,462,7612,11075,18,18,5478,14,2236,8,11075,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
439,9486,4,6,1,836,791,9100,19,19,542,14,515,10,9100,16407,12,2,6,3371,24223,14308,12,12,18441,16,1828,8,14308,10543,4,2,9,1294,1595,8725,19,19,16652,14,9808,6,8725,8746,4,5,10,1215,566,7200,13,13,7608,12,692,8,7200,8821,3,4,14,894,1580,8000,75,75,4409,13,8321,29,8000,11296,7,4,2,287,420,10875,24,24,3334,14,13079,14,10875,8070,1,9,2,1965,0,7650,24,24,2901,13,2721,10,7650,9201,3,4,2,626,0,8100,31,31,16142,13,8668,5,8100,11251,6,6,4,249,4804,11180,18,18,3572,13,2283,6,11180,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
440,11423,6,7,13,2584,1063,7125,12,12,9004,15,5194,7,7125,7613,1,0,6,577,773,7225,10,10,2526,13,3131,6,7225,9879,3,0,5,566,1566,8550,23,23,12793,14,4324,5,8550,8367,4,6,2,61,0,7650,10,10,4086,12,1856,6,7650,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,13786,7,8,11,4740,4584,12500,30,30,5444,17,32710,13,12500,8098,1,3,0,1423,5237,6750,11,11,6778,13,330,7,6750,13005,15,7,5,9280,0,12000,29,29,17016,15,0,10,12000,8155,5,9,4,0,152,8050,8,8,1258,11,1247,5,8050,6659,3,3,7,0,240,5585,36,36,3367,10,6177,19,5585,1
441,8218,7,1,2,0,453,7325,13,13,1857,12,11835,7,7325,9839,1,2,9,0,7147,9175,27,27,5255,14,817,8,9175,8883,5,4,8,3495,0,8350,9,9,13506,13,0,1,8350,10624,7,7,6,941,1681,10905,21,21,3919,12,2830,10,10905,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,13786,7,8,11,4740,4584,12500,30,30,5444,17,32710,13,12500,4941,0,5,0,0,0,4575,11,11,2790,10,0,6,4575,13005,15,7,5,9280,0,12000,29,29,17016,15,0,10,12000,6374,0,5,4,0,2807,6100,6,6,3444,10,502,5,6100,4458,1,2,5,346,260,3625,31,31,330,9,3202,13,3625,1
442,11761.0,7.0,10.0,5.0,1375.0,7344.0,10200.0,21.0,21.0,5107.0,15.0,3735.0,11.0,10200.0,9874.0,3.0,6.0,4.0,60.0,0.0,9905.0,24.0,24.0,12046.0,15.0,1452.0,12.0,9905.0,14493.0,11.0,11.0,12.0,2873.0,331.0,13710.0,32.0,32.0,22955.0,16.0,3245.0,18.0,13710.0,13188.0,7.0,6.0,6.0,1969.0,5416.0,11150.0,17.0,17.0,3419.0,15.0,0.0,10.0,11150.0,15515.0,17.0,7.0,14.0,5241.0,627.0,12525.0,57.0,57.0,5248.0,15.0,0.0,24.0,12525.0,,,,,,,,,,,,,,,11824.0,3.0,11.0,8.0,0.0,305.0,11600.0,27.0,27.0,10698.0,16.0,0.0,7.0,11600.0,12537.0,10.0,5.0,13.0,916.0,94.0,12025.0,17.0,17.0,44223.0,15.0,17199.0,4.0,12025.0,10633.0,5.0,9.0,12.0,0.0,1873.0,10435.0,17.0,17.0,3345.0,14.0,12641.0,8.0,10435.0,11501.0,4.0,7.0,6.0,1292.0,909.0,11475.0,30.0,30.0,4827.0,16.0,3045.0,12.0,11475.0,1.0
443,14609,15,6,11,2848,583,13350,22,22,11108,17,26428,6,13350,14507,9,5,18,120,2898,12300,29,29,4549,17,27632,11,12300,15520,15,7,16,1479,0,14600,28,28,29548,17,2555,3,14600,15357,11,7,15,2885,6966,13100,27,27,4249,17,6103,10,13100,10061,2,6,32,1588,919,8725,86,86,6961,16,10306,45,8725,11994,5,15,7,50,1996,12025,10,10,13599,15,26811,6,12025,15122,11,9,7,168,3289,14260,25,25,12429,17,9771,11,14260,14493,11,11,12,2873,331,13710,32,32,22955,16,3245,18,13710,11305,2,7,10,0,700,10825,21,21,3394,15,237,8,10825,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
444,10990,6,9,9,1730,1915,10960,11,11,4169,14,14417,8,10960,14140,12,6,4,552,3682,14233,30,30,9073,15,2254,11,14233,11646,8,9,14,6085,0,11625,43,43,10358,15,15936,18,11625,10474,4,10,5,234,328,10275,25,25,3320,14,0,9,10275,7373,1,11,14,774,0,7100,72,72,3052,13,13239,43,7100,12895,12,6,10,1184,590,11850,18,18,14969,15,0,5,11850,12259,8,5,8,214,2973,10525,18,18,12222,15,19612,9,10525,14904,15,8,19,1250,1034,14950,25,25,14386,15,3025,13,14950,12735,7,4,19,1324,3808,11050,22,22,6208,15,642,9,11050,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
445,10362,7,2,5,1570,4334,10075,21,21,6399,14,3191,7,10075,8767,4,6,1,1710,2894,8200,4,4,9206,12,670,4,8200,7325,4,7,4,752,0,6050,14,14,9107,11,376,7,6050,10605,5,8,4,48,2411,9575,14,14,4472,12,733,6,9575,5488,2,7,11,976,0,5300,34,34,248,10,3985,15,5300,10174,9,2,9,640,881,9025,20,20,2548,13,1028,9,9025,8564,5,4,7,0,2083,7725,20,20,299,13,258,8,7725,8187,3,5,10,813,0,8225,20,20,14272,12,9811,5,8225,12606,8,2,7,1434,9229,10425,21,21,2132,12,489,6,10425,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
446,11367,6,3,7,736,3873,9925,31,31,9938,15,711,14,9925,9839,1,2,9,0,7147,9175,27,27,5255,14,817,8,9175,14461,14,3,8,2077,2693,12875,29,29,10173,16,22118,5,12875,8885,2,4,9,0,3386,7685,13,13,5357,13,510,7,7685,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9113,0,6,2,0,2793,9200,24,24,1343,13,129,10,9200,9088,1,9,5,0,565,8650,11,11,7135,13,22864,5,8650,12089,9,2,3,562,3252,11800,28,28,13980,14,14171,8,11800,12711,5,4,3,390,4670,12435,27,27,4623,14,4726,13,12435,8727,2,7,7,0,3726,8450,66,66,6364,11,0,26,8450,1
447,10362,7,2,5,1570,4334,10075,21,21,6399,14,3191,7,10075,8901,2,5,1,0,3947,8425,28,28,3758,13,1915,12,8425,15583,12,5,10,8038,0,14025,21,21,14552,18,21588,2,14025,9692,5,3,6,0,6518,8200,14,14,3123,11,1067,6,8200,5653,2,3,13,500,786,4575,32,32,641,10,3081,16,4575,5074,1,8,1,398,0,4350,4,4,1895,9,459,2,4350,4396,1,2,0,132,0,3125,7,7,166,10,1197,4,3125,14462,12,4,17,1167,2486,12675,19,19,31434,17,22023,6,12675,10605,5,8,4,48,2411,9575,14,14,4472,12,733,6,9575,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
448,8472,3,3,3,936,1065,6700,2,2,4656,13,0,0,6700,8775,4,3,4,349,269,8750,11,11,4721,13,12495,6,8750,15583,12,5,10,8038,0,14025,21,21,14552,18,21588,2,14025,13590,2,6,5,32,0,12150,27,27,5812,16,4386,12,12150,8499,1,5,18,906,0,8050,103,103,8577,16,3017,50,8050,14654,5,5,11,0,4302,13780,40,40,8927,18,895,17,13780,14010,4,10,10,0,2032,13500,45,45,4996,17,2723,16,13500,6573,1,6,8,897,0,5935,19,19,5847,11,11237,3,5935,19998,13,3,14,433,14098,20000,31,31,5843,18,3133,7,20000,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
449,7152,3,5,4,972,0,6575,10,10,92,12,9875,4,6575,11816,9,6,15,492,2491,9925,18,18,12827,16,32390,8,9925,8562,5,3,1,887,0,8250,11,11,7992,12,3485,2,8250,7517,1,6,4,0,821,7025,19,19,1753,12,347,9,7025,5228,1,7,4,0,492,5185,36,36,8017,10,3208,23,5185,8472,3,3,3,936,1065,6700,2,2,4656,13,0,0,6700,8775,4,3,4,349,269,8750,11,11,4721,13,12495,6,8750,10269,8,2,5,513,1202,8800,36,36,14788,14,9644,7,8800,8367,4,6,2,61,0,7650,10,10,4086,12,1856,6,7650,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
450,5224,2,4,1,316,88,4800,6,6,941,9,630,5,4800,3404,0,4,3,0,0,2625,7,7,0,7,2729,5,2625,4280,1,4,2,494,0,4250,11,11,5306,7,3770,6,4250,4694,0,3,1,0,528,4550,9,9,506,8,1190,5,4550,3357,1,2,0,0,348,2900,21,21,519,7,2125,10,2900,5830,1,0,6,0,2322,5720,11,11,915,10,2724,4,5720,6652,3,2,8,0,1031,6525,9,9,2410,10,3574,5,6525,7884,7,1,5,2041,1036,5250,15,15,9488,11,145,3,5250,9016,5,5,12,670,1581,7925,31,31,4216,12,3660,9,7925,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
451,14727,9,10,5,820,2149,14850,15,15,5675,16,785,4,14850,12233,3,11,0,6905,4581,12208,39,39,19220,16,1133,17,12208,14762,8,4,10,1565,0,15030,20,20,18241,17,28819,3,15030,12388,4,11,9,0,940,12425,18,18,10939,15,360,8,12425,8853,3,13,13,780,0,8475,72,72,4818,14,7099,42,8475,13395,6,7,19,93,815,12380,22,22,2246,17,21621,13,12380,14862,13,6,5,7588,4665,13233,19,19,9298,17,923,10,13233,15219,12,4,30,1015,930,13850,36,36,27479,17,25104,3,13850,16690,14,6,12,546,5619,14800,30,30,2384,16,1859,11,14800,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
452,10273,9,4,3,926,6912,8775,5,5,5622,13,506,3,8775,8379,4,2,7,328,4926,6780,8,8,3583,13,4933,5,6780,8627,4,0,10,188,2217,7250,21,21,7620,13,5051,5,7250,10085,5,0,3,346,6517,8925,20,20,3728,12,1339,8,8925,6272,1,0,13,550,261,5800,37,37,1211,11,3290,17,5800,7120,2,4,2,0,626,6325,14,14,0,12,9728,8,6325,8060,3,7,4,5684,1787,7008,6,6,2948,13,1069,6,7008,6801,1,6,3,224,0,6150,24,24,10134,10,3908,6,6150,5640,0,0,3,0,608,4850,16,16,4409,9,0,6,4850,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
